timestamp,open,high,low,close,volume
2024-01-01 00:00:00+00:00,311.9,316.0,307.0,313.5,619455.158
2024-01-02 00:00:00+00:00,313.5,321.3,305.8,312.2,937764.737
2024-01-03 00:00:00+00:00,312.3,334.3,293.6,315.8,2132158.122
2024-01-04 00:00:00+00:00,315.9,324.3,310.9,323.7,1133774.957
2024-01-05 00:00:00+00:00,323.6,327.3,308.6,317.5,1157056.276
2024-01-06 00:00:00+00:00,317.6,317.6,300.2,307.5,909358.183
2024-01-07 00:00:00+00:00,307.6,310.0,300.0,302.4,498367.089
2024-01-08 00:00:00+00:00,302.5,308.1,290.0,303.7,984590.842
2024-01-09 00:00:00+00:00,303.6,306.8,295.7,301.1,1401490.155
2024-01-10 00:00:00+00:00,301.1,310.0,288.8,305.8,1032565.477
2024-01-11 00:00:00+00:00,305.7,316.8,301.4,308.2,1179601.543
2024-01-12 00:00:00+00:00,308.2,313.0,289.1,296.6,1003340.774
2024-01-13 00:00:00+00:00,296.7,303.1,290.8,302.2,436784.239
2024-01-14 00:00:00+00:00,302.2,306.7,298.7,299.5,393054.947
2024-01-15 00:00:00+00:00,299.4,320.6,299.4,317.5,1704540.89
2024-01-16 00:00:00+00:00,317.6,319.4,313.0,315.2,951149.445
2024-01-17 00:00:00+00:00,315.1,316.3,306.8,309.4,1071343.496
2024-01-18 00:00:00+00:00,309.3,315.6,305.7,313.0,921121.889
2024-01-19 00:00:00+00:00,313.0,316.2,305.0,314.7,835724.4
2024-01-20 00:00:00+00:00,314.7,317.3,312.2,317.2,326090.187
2024-01-21 00:00:00+00:00,317.3,321.7,316.1,318.6,359764.313
2024-01-22 00:00:00+00:00,318.7,320.3,303.6,305.9,704437.647
2024-01-23 00:00:00+00:00,305.9,311.7,290.3,298.8,928195.378
2024-01-24 00:00:00+00:00,298.8,300.7,290.3,293.1,802312.815
2024-01-25 00:00:00+00:00,293.0,296.7,287.5,292.1,1004156.719
2024-01-26 00:00:00+00:00,292.1,304.2,290.7,302.2,709942.404
2024-01-27 00:00:00+00:00,302.2,307.7,301.9,305.6,285357.667
2024-01-28 00:00:00+00:00,305.7,309.1,303.1,305.3,409403.057
2024-01-29 00:00:00+00:00,305.3,311.0,304.4,310.7,442799.505
2024-01-30 00:00:00+00:00,310.7,313.1,306.3,307.6,386375.467
2024-01-31 00:00:00+00:00,307.7,308.2,298.6,300.5,459007.698
2024-02-01 00:00:00+00:00,300.5,302.2,296.4,300.2,373269.789
2024-02-02 00:00:00+00:00,300.2,305.2,299.8,301.4,309501.649
2024-02-03 00:00:00+00:00,301.4,303.8,299.5,299.7,198730.962
2024-02-04 00:00:00+00:00,299.6,307.7,298.0,304.7,503405.323
2024-02-05 00:00:00+00:00,304.7,306.8,299.5,301.2,488672.271
2024-02-06 00:00:00+00:00,301.2,304.1,300.9,302.7,260762.321
2024-02-07 00:00:00+00:00,302.8,308.7,300.7,307.3,352421.789
2024-02-08 00:00:00+00:00,307.4,320.6,307.3,319.2,921496.502
2024-02-09 00:00:00+00:00,319.2,326.3,317.9,324.0,739178.081
2024-02-10 00:00:00+00:00,324.0,325.4,318.9,323.0,321477.064
2024-02-11 00:00:00+00:00,323.0,324.9,320.1,320.7,280308.105
2024-02-12 00:00:00+00:00,320.6,332.2,315.6,327.8,576734.162
2024-02-13 00:00:00+00:00,327.9,329.2,318.6,324.7,441545.83
2024-02-14 00:00:00+00:00,324.6,334.6,323.4,333.9,452466.98
2024-02-15 00:00:00+00:00,333.9,366.6,333.3,354.2,1361590.403
2024-02-16 00:00:00+00:00,354.3,366.8,349.1,360.4,1061855.986
2024-02-17 00:00:00+00:00,360.4,363.7,348.2,352.9,630266.52
2024-02-18 00:00:00+00:00,352.9,358.1,349.1,349.8,495667.634
2024-02-19 00:00:00+00:00,349.8,356.2,349.3,351.6,830917.534
2024-02-20 00:00:00+00:00,351.7,361.6,344.8,354.6,972650.558
2024-02-21 00:00:00+00:00,354.6,379.3,350.9,379.2,1701415.313
2024-02-22 00:00:00+00:00,379.2,387.3,373.7,382.6,1409647.481
2024-02-23 00:00:00+00:00,382.7,385.8,369.0,375.5,1027891.295
2024-02-24 00:00:00+00:00,375.5,383.3,371.7,381.7,444587.481
2024-02-25 00:00:00+00:00,381.6,391.0,377.6,388.5,643002.671
2024-02-26 00:00:00+00:00,388.5,404.9,382.0,401.6,1196262.204
2024-02-27 00:00:00+00:00,401.5,403.7,389.6,394.6,915873.073
2024-02-28 00:00:00+00:00,394.6,427.3,394.1,414.6,1348008.995
2024-02-29 00:00:00+00:00,414.7,419.7,391.1,399.4,1146024.362
2024-03-01 00:00:00+00:00,399.3,408.6,398.8,407.4,586580.611
2024-03-02 00:00:00+00:00,407.4,414.8,405.8,410.9,590018.543
2024-03-03 00:00:00+00:00,410.9,416.8,402.2,414.5,838274.346
2024-03-04 00:00:00+00:00,414.5,423.8,410.6,418.4,1045414.001
2024-03-05 00:00:00+00:00,418.5,427.2,356.1,394.1,2073303.79
2024-03-06 00:00:00+00:00,394.1,434.7,385.6,429.4,1804741.112
2024-03-07 00:00:00+00:00,429.4,476.8,423.2,474.6,1672134.41
2024-03-08 00:00:00+00:00,474.6,489.6,462.5,485.8,1660311.361
2024-03-09 00:00:00+00:00,485.8,493.8,480.7,488.3,852029.241
2024-03-10 00:00:00+00:00,488.3,537.5,484.8,528.9,1944137.084
2024-03-11 00:00:00+00:00,528.9,533.8,505.5,523.0,1608146.397
2024-03-12 00:00:00+00:00,523.0,548.5,519.0,537.5,1924767.687
2024-03-13 00:00:00+00:00,537.4,633.5,531.7,630.5,2526002.564
2024-03-14 00:00:00+00:00,630.5,631.5,565.5,603.2,2119540.3
2024-03-15 00:00:00+00:00,603.2,635.2,540.9,632.7,3066312.788
2024-03-16 00:00:00+00:00,632.7,645.2,567.2,576.4,1811838.042
2024-03-17 00:00:00+00:00,576.4,590.5,548.6,571.7,1712920.341
2024-03-18 00:00:00+00:00,571.7,587.7,540.1,555.4,2284301.814
2024-03-19 00:00:00+00:00,555.4,560.6,495.8,507.7,2551361.512
2024-03-20 00:00:00+00:00,507.7,559.0,500.0,556.8,1425296.579
2024-03-21 00:00:00+00:00,556.7,571.0,540.6,553.8,953921.372
2024-03-22 00:00:00+00:00,553.8,588.1,535.5,553.8,1181298.51
2024-03-23 00:00:00+00:00,553.8,567.7,543.4,551.9,608753.329
2024-03-24 00:00:00+00:00,551.9,573.0,548.7,567.7,442930.35
2024-03-25 00:00:00+00:00,567.8,598.0,564.4,587.0,802695.512
2024-03-26 00:00:00+00:00,587.1,597.0,571.9,580.4,569324.079
2024-03-27 00:00:00+00:00,580.4,585.6,560.3,574.3,531668.402
2024-03-28 00:00:00+00:00,574.2,591.7,574.1,583.4,503901.624
2024-03-29 00:00:00+00:00,583.4,620.0,582.1,612.5,1042401.169
2024-03-30 00:00:00+00:00,612.5,612.9,596.9,600.7,501020.148
2024-03-31 00:00:00+00:00,600.7,608.8,600.4,606.7,325136.967
2024-04-01 00:00:00+00:00,606.7,607.7,568.7,575.8,723114.09
2024-04-02 00:00:00+00:00,575.8,578.2,546.3,551.4,998260.814
2024-04-03 00:00:00+00:00,551.4,567.9,539.0,561.5,683925.233
2024-04-04 00:00:00+00:00,561.6,597.6,560.8,585.5,879640.68
2024-04-05 00:00:00+00:00,585.4,591.5,564.4,577.8,634206.619
2024-04-06 00:00:00+00:00,577.8,591.3,575.1,585.4,226975.996
2024-04-07 00:00:00+00:00,585.5,591.1,578.0,583.9,263849.216
2024-04-08 00:00:00+00:00,583.8,601.1,577.7,586.4,483568.312
2024-04-09 00:00:00+00:00,586.3,590.3,571.2,580.5,596275.792
2024-04-10 00:00:00+00:00,580.4,610.6,573.4,609.7,816050.7
2024-04-11 00:00:00+00:00,609.7,618.4,592.0,604.6,579678.194
2024-04-12 00:00:00+00:00,604.6,634.5,571.0,595.6,1517722.658
2024-04-13 00:00:00+00:00,595.6,600.2,508.0,553.1,1761628.473
2024-04-14 00:00:00+00:00,553.0,576.0,536.1,566.4,965488.003
2024-04-15 00:00:00+00:00,566.4,585.5,544.7,552.7,698443.303
2024-04-16 00:00:00+00:00,552.7,554.2,522.8,537.6,623668.813
2024-04-17 00:00:00+00:00,537.5,547.9,512.6,534.1,657909.358
2024-04-18 00:00:00+00:00,534.0,555.9,527.0,552.1,589697.296
2024-04-19 00:00:00+00:00,552.0,564.3,524.0,554.0,545504.183
2024-04-20 00:00:00+00:00,554.1,574.3,548.8,570.9,242132.859
2024-04-21 00:00:00+00:00,570.9,582.6,566.3,579.6,277755.724
2024-04-22 00:00:00+00:00,579.6,608.7,578.4,604.5,522892.157
2024-04-23 00:00:00+00:00,604.4,618.3,598.7,606.2,556883.344
2024-04-24 00:00:00+00:00,606.2,618.5,592.6,608.8,656953.677
2024-04-25 00:00:00+00:00,608.8,617.9,600.7,613.2,453745.517
2024-04-26 00:00:00+00:00,613.3,615.0,597.0,598.0,302119.884
2024-04-27 00:00:00+00:00,598.0,599.7,585.0,596.2,268783.912
2024-04-28 00:00:00+00:00,596.2,609.0,596.2,600.2,258059.431
2024-04-29 00:00:00+00:00,600.2,602.8,581.3,592.8,330474.005
2024-04-30 00:00:00+00:00,592.8,604.3,555.7,578.4,766513.446
2024-05-01 00:00:00+00:00,578.4,580.4,536.7,561.8,669027.318
2024-05-02 00:00:00+00:00,561.8,565.9,539.5,560.5,359794.315
2024-05-03 00:00:00+00:00,560.5,590.0,558.9,587.0,342906.433
2024-05-04 00:00:00+00:00,587.0,593.6,582.5,585.7,197129.251
2024-05-05 00:00:00+00:00,585.7,595.0,579.3,592.0,180458.236
2024-05-06 00:00:00+00:00,592.0,602.3,583.1,588.2,278669.005
2024-05-07 00:00:00+00:00,588.2,600.4,576.0,576.5,289488.709
2024-05-08 00:00:00+00:00,576.5,590.0,574.4,588.6,297016.617
2024-05-09 00:00:00+00:00,588.6,605.8,586.3,596.8,464857.601
2024-05-10 00:00:00+00:00,596.8,597.0,581.5,585.6,296215.516
2024-05-11 00:00:00+00:00,585.7,594.5,580.8,592.2,210698.305
2024-05-12 00:00:00+00:00,592.2,600.1,587.3,594.8,191190.562
2024-05-13 00:00:00+00:00,594.8,598.4,585.2,591.7,389810.286
2024-05-14 00:00:00+00:00,591.7,593.1,562.0,567.1,453308.316
2024-05-15 00:00:00+00:00,567.1,587.3,560.0,581.0,402812.993
2024-05-16 00:00:00+00:00,581.0,586.6,565.1,569.2,411937.056
2024-05-17 00:00:00+00:00,569.2,584.5,568.6,580.9,236919.616
2024-05-18 00:00:00+00:00,580.9,581.9,574.2,580.3,168074.711
2024-05-19 00:00:00+00:00,580.3,581.9,571.3,574.5,142157.485
2024-05-20 00:00:00+00:00,574.6,602.0,568.8,599.6,469252.806
2024-05-21 00:00:00+00:00,599.6,631.4,593.3,618.5,1023559.613
2024-05-22 00:00:00+00:00,618.5,626.3,610.1,614.8,404848.487
2024-05-23 00:00:00+00:00,614.8,617.5,580.0,599.3,607671.947
2024-05-24 00:00:00+00:00,599.4,605.5,588.3,600.3,251965.176
2024-05-25 00:00:00+00:00,600.3,606.7,599.5,602.4,121538.958
2024-05-26 00:00:00+00:00,602.3,605.4,598.0,600.2,122983.66
2024-05-27 00:00:00+00:00,600.3,614.4,599.6,603.9,229302.377
2024-05-28 00:00:00+00:00,603.9,606.0,593.8,601.7,284862.985
2024-05-29 00:00:00+00:00,601.7,603.6,593.1,595.7,212706.254
2024-05-30 00:00:00+00:00,595.7,602.2,586.5,595.1,225452.344
2024-05-31 00:00:00+00:00,595.1,599.0,590.0,593.7,168608.054
2024-06-01 00:00:00+00:00,593.8,608.4,593.1,601.9,156464.894
2024-06-02 00:00:00+00:00,601.9,606.0,596.0,602.9,198299.996
2024-06-03 00:00:00+00:00,602.8,638.8,601.2,626.4,654161.467
2024-06-04 00:00:00+00:00,626.4,688.2,624.8,685.7,736322.6803
2024-06-05 00:00:00+00:00,685.7,716.0,684.7,698.8,673820.5652
2024-06-06 00:00:00+00:00,698.8,721.8,692.0,711.2,544042.9592
2024-06-07 00:00:00+00:00,711.1,712.0,658.9,684.0,594753.99
2024-06-08 00:00:00+00:00,684.0,694.9,677.9,682.7,216849.473
2024-06-09 00:00:00+00:00,682.7,684.8,670.3,673.0,173565.78
2024-06-10 00:00:00+00:00,673.1,674.8,613.3,625.1,692122.616
2024-06-11 00:00:00+00:00,625.1,629.0,595.8,602.5,640655.92
2024-06-12 00:00:00+00:00,602.5,635.4,591.3,619.4,454148.661
2024-06-13 00:00:00+00:00,619.4,619.9,595.6,599.8,313465.472
2024-06-14 00:00:00+00:00,599.8,612.5,590.0,603.3,279802.085
2024-06-15 00:00:00+00:00,603.3,609.7,601.3,608.2,122650.197
2024-06-16 00:00:00+00:00,608.2,611.8,601.1,610.8,104827.154
2024-06-17 00:00:00+00:00,610.9,612.6,591.4,604.3,235509.028
2024-06-18 00:00:00+00:00,604.3,605.2,575.0,588.6,459142.573
2024-06-19 00:00:00+00:00,588.6,605.9,586.6,599.3,260529.062
2024-06-20 00:00:00+00:00,599.3,608.0,584.6,587.7,289498.772
2024-06-21 00:00:00+00:00,587.7,589.3,577.8,586.1,191182.614
2024-06-22 00:00:00+00:00,586.2,591.4,581.0,591.1,100439.584
2024-06-23 00:00:00+00:00,591.1,593.2,576.0,577.5,141025.834
2024-06-24 00:00:00+00:00,577.5,582.0,551.2,568.1,356915.248
2024-06-25 00:00:00+00:00,568.1,580.0,566.4,578.2,177300.699
2024-06-26 00:00:00+00:00,578.3,584.7,567.4,573.0,154770.344
2024-06-27 00:00:00+00:00,573.1,584.7,566.4,581.7,199582.231
2024-06-28 00:00:00+00:00,581.8,585.3,565.6,567.4,210308.565
2024-06-29 00:00:00+00:00,567.4,573.9,566.9,570.0,99951.169
2024-06-30 00:00:00+00:00,570.0,585.3,568.3,582.2,169894.148
2024-07-01 00:00:00+00:00,582.3,588.3,576.2,576.9,188481.951
2024-07-02 00:00:00+00:00,576.9,582.0,573.9,580.1,144561.934
2024-07-03 00:00:00+00:00,580.1,581.0,550.5,556.7,288318.808
2024-07-04 00:00:00+00:00,556.7,558.1,511.6,513.6,511359.494
2024-07-05 00:00:00+00:00,513.5,516.1,454.8,497.7,992708.164
2024-07-06 00:00:00+00:00,497.8,530.7,496.0,526.0,226597.141
2024-07-07 00:00:00+00:00,526.0,526.6,488.4,490.7,279027.459
2024-07-08 00:00:00+00:00,490.7,524.2,471.0,510.6,580970.096
